InputTextID,InputText,PerturbationID,PerturbedText,OriginalOutput,PerturbedOutput,OriginalTime,PerturbedTime
nc2,"Reuters - Private investment firm Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial plays in the defense industry, has quietly placed\its bets on another part of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Introducing Typos,"Reucezo u Priyateeiivdstienw firq Caqlcle Group,\which hay k repdaafion for makiog well-tihed and occnsionallv\conoroversias plassaun txe defeelz kgdlsxzyj cariqcietkg klgcek\iqpbcetb on another pars sf fht maibet. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.636642933,0.71872282
nc2,"Reuters - Private investment firm Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial plays in the defense industry, has quietly placed\its bets on another part of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Deleting Characters,"eters -Private nvestmnt ir Crlyle up,which ha a reptti omakng wel-time ndoccasonallcotroversal paysie defse inuty,a uietpeditsbets n othepa oft arket. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.636642933,0.716044426
nc2,"Reuters - Private investment firm Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial plays in the defense industry, has quietly placed\its bets on another part of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Replacing Synonyms,"Reuters - private investment immobile Thomas_Carlyle Group,\which have group_A reputation for make well-timed and occasionally\controversial wager inwards the defence industry, have restfully placed\its stakes on some_other take_off of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.636642933,0.654114723
nc2,"Reuters - Private investment firm Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial plays in the defense industry, has quietly placed\its bets on another part of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding random words,"Reuters apple - grape Private apple investment pear firm apple Carlyle Group,\which banana has a reputation pear for making apple well-timed and banana occasionally\controversial plays in pear the defense pear industry, grape has quietly placed\its grape bets on another grape part pear of the market. grape Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.636642933,0.666634321
nc2,"Reuters - Private investment firm Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial plays in the defense industry, has quietly placed\its bets on another part of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Converting to l33t format,"Reuters - Pr1v4t3 investment firm C4rlyl3 Gr0up,\wh1ch has a reputation f0r m4k1ng w3ll-t1m3d 4nd 0cc4s10n4lly\c0ntr0v3rs14l plays 1n th3 d3f3ns3 industry, has quietly placed\its b3ts on another p4rt of th3 m4rk3t. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.636642933,0.807222605
nc2,"Reuters - Private investment firm Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial plays in the defense industry, has quietly placed\its bets on another part of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Shuffling characters in each word,"Reuters - Private investment frim Carlyle Group,\which has a reputation for making wiee-lmltd and occasionally\controversial plays in the defense industry, has quietly piatcl\eds bets on another part of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.636642933,0.615040541
nc2,"Reuters - Private investment firm Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial plays in the defense industry, has quietly placed\its bets on another part of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding spaces in text,"Re u ter s  -   Pri va t e in ves tmen t   fir m  C ar l y le   G r o up ,\w h ich  ha s a  repu ta ti o n  f or  maki n g   we ll- tim e d  a nd  oc ca s io n a ll y\c o n t rover sial p l ays  i n t he d e fense   i ndustr y,  has   qu iet ly  pla ced\ i t s  b ets  o n   an oth e r part  o f  t h e  m ar k e t . Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,,0.636642933,0.817963362
nc2,"Reuters - Private investment firm Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial plays in the defense industry, has quietly placed\its bets on another part of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding random characters,"Redutenrsg - kPrlitvvater itnvefsytmenwtp kfirdmj Carlyqle Grounpx,w\wwhioch hvas a rbeopyutamtieon frorc cmaktingm weylyl-yteismed and cocrcasionallly\convtroversinahl gpflayts in tfhhex defieinksee findustryc, hash qfuietlty plajcezd\uits beats dond anothero part bofz thel masrtkwet. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.636642933,0.692793846
nc2,"Reuters - Private investment firm Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial plays in the defense industry, has quietly placed\its bets on another part of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Swapping two random characters in each word,"Rerteus - Private investment frim Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial pyals in the defense iydustrn, has quietly placed\its bets on anethor prat of the martek. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.636642933,0.643084288
nc2,"Reuters - Private investment firm Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial plays in the defense industry, has quietly placed\its bets on another part of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Replacing words with their antonyms,"Reuters - public investment firm Carlyle Group,\which lack a disrepute for unmake well-timed and occasionally\controversial tightness in the prosecution industry, lack noisily placed\its bets off another wholly of the market. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.636642933,0.604561329
nc3,"Reuters - Soaring crude prices plus worries\about the economy and the outlook for earnings are expected to\hang over the stock market next week during the depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Introducing Typos,"Rtuiersqy Somringzcogdeurriyrsuelus worrizw\agnvt the ecfwoyy azd fhe outmooi eor eqrnings arelexpwzjez toyoakg ovebesue slskszmvrket next lpeanduribf rse desthznl tleqsummyr qoldmumg. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.638200521,0.725789309
nc3,"Reuters - Soaring crude prices plus worries\about the economy and the outlook for earnings are expected to\hang over the stock market next week during the depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Deleting Characters,"eters oainue pric plusorriabout the enomy d theoutok rarngs  eected tohang ovr the sockmartnet ek urn thedth fthe\smerdoldrm Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.638200521,0.741934299
nc3,"Reuters - Soaring crude prices plus worries\about the economy and the outlook for earnings are expected to\hang over the stock market next week during the depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Replacing Synonyms,"Reuters - sailplaning petroleum cost plus worries\about the economy and the mentality for bring_in constitute expect to\hang concluded the banal market adjacent workweek during the deepness of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.638200521,0.795659304
nc3,"Reuters - Soaring crude prices plus worries\about the economy and the outlook for earnings are expected to\hang over the stock market next week during the depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding random words,"Reuters - Soaring pear crude prices plus worries\about the pear economy and the outlook for earnings are pear expected to\hang over grape the stock market next apple week during the depth grape of apple the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.638200521,0.505032778
nc3,"Reuters - Soaring crude prices plus worries\about the economy and the outlook for earnings are expected to\hang over the stock market next week during the depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Converting to l33t format,"Reuters - Soaring crud3 prices plus worries\about the economy 4nd th3 outlook for earnings are expected to\hang over the stock market n3xt week during th3 depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.638200521,0.69773221
nc3,"Reuters - Soaring crude prices plus worries\about the economy and the outlook for earnings are expected to\hang over the stock market next week during the depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Shuffling characters in each word,"Rtueres - Sinarog cudre preics plus wasroeibruo\t the economy and the outlook for earnings are epcxeted to\hang over the stock market next week drnuig the detph of the\summer ddmouslr. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.638200521,0.601181746
nc3,"Reuters - Soaring crude prices plus worries\about the economy and the outlook for earnings are expected to\hang over the stock market next week during the depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding spaces in text," R eu te rs - S oa ring  c rud e pric es  p lus  w orri es \a b out  the ec on o my  and t h e  ou tl oo k  f o r  ear nin g s   ar e  e x pec t e d   t o\ ha ng   o ver  the sto ck  mark et  ne x t  we e k during the  de p t h of   the\ s ummer do ld r um s . Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,,0.638200521,0.626906872
nc3,"Reuters - Soaring crude prices plus worries\about the economy and the outlook for earnings are expected to\hang over the stock market next week during the depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding random characters,"Reuttmerzs -a Solarwing cxrtucde jpbrices pllfudsh woririesz\albout tfhe yecionromy rand pthe outlook for eareningdse ware uexpectwed trog\hanqgn overa qthieb stock mzarket nxebxt week xduhrihng tahe depth eof the\suzmymer dolydrudms. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,,0.638200521,0.648976564
nc3,"Reuters - Soaring crude prices plus worries\about the economy and the outlook for earnings are expected to\hang over the stock market next week during the depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Swapping two random characters in each word,"Reuters - Sraoing crude peicrs plus worreis\about the economy and the outlook for earnings are expected to\hang oevr the stcok mkraet next week druing the dtpeh of the\summer dmldruos. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.638200521,0.988772154
nc3,"Reuters - Soaring crude prices plus worries\about the economy and the outlook for earnings are expected to\hang over the stock market next week during the depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Replacing words with their antonyms,"Reuters - Soaring refined prices liability worries\about the economy and the outlook for earnings differ unexpected to\hang over the stock market next week during the depth of the\summer doldrums. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.638200521,0.955615997
nc4,"Reuters - Authorities have halted oil export\flows from the main pipeline in southern Iraq after\intelligence showed a rebel militia could strike\infrastructure, an oil official said on Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Introducing Typos,"Reutwhs m Adthormmims hgde habtedfest eipozt\flocs from the mair tihewinerin siztherrsIpaq aftfrkintelyigevceyshoweyew tqwbl mipitiaxceuld strime\infrauppucturj, ab oidzofficxelbsaid otoSaturdly. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",World,Business,0.729093313,0.84792614
nc4,"Reuters - Authorities have halted oil export\flows from the main pipeline in southern Iraq after\intelligence showed a rebel militia could strike\infrastructure, an oil official said on Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Deleting Characters,"Reuters - Autoritie havhalted oi xort\flo frothe main pile i surn Iraq aferinlince shwed a rebl iliiacould rie\nfrstructue, a oil ofsaid Satuda. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",World,World,0.729093313,0.66339922
nc4,"Reuters - Authorities have halted oil export\flows from the main pipeline in southern Iraq after\intelligence showed a rebel militia could strike\infrastructure, an oil official said on Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Replacing Synonyms,"Reuters - office get kibosh rock_oil export\flows from the primary pipeline inwards southern Al-Iraq after\intelligence show ampere maverick reserves could strike\infrastructure, Associate_in_Nursing oil official say on Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",World,World,0.729093313,0.596475363
nc4,"Reuters - Authorities have halted oil export\flows from the main pipeline in southern Iraq after\intelligence showed a rebel militia could strike\infrastructure, an oil official said on Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding random words,"Reuters - grape Authorities pear have apple halted oil export\flows banana from grape the main pear pipeline in southern Iraq apple after\intelligence showed a rebel militia could apple strike\infrastructure, an oil grape official said on banana Saturday. banana Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",World,World,0.729093313,0.614264727
nc4,"Reuters - Authorities have halted oil export\flows from the main pipeline in southern Iraq after\intelligence showed a rebel militia could strike\infrastructure, an oil official said on Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Converting to l33t format,"R3ut3rs - Authorities have halted oil export\flows fr0m th3 m41n p1p3l1n3 1n southern 1r4q after\intelligence sh0w3d a rebel militia c0uld str1k3\1nfr4structur3, an oil official said 0n S4turd4y. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",World,,0.729093313,0.481351852
nc4,"Reuters - Authorities have halted oil export\flows from the main pipeline in southern Iraq after\intelligence showed a rebel militia could strike\infrastructure, an oil official said on Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Shuffling characters in each word,"Reuters - Authorities have halted oil export\flows from the main pipeline in stuohren Iarq aelgiel\nttreicnfe showed a reebl militia could strike\infrastructure, an oil ociifafl said on Suydrtaa. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",World,World,0.729093313,0.550499916
nc4,"Reuters - Authorities have halted oil export\flows from the main pipeline in southern Iraq after\intelligence showed a rebel militia could strike\infrastructure, an oil official said on Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding spaces in text,"Re uters  -  Auth o r it ies  have  hal t e d  o il  e x p ort\f lo w s fro m  t h e main  p ip el in e in   s o ut he rn  Ira q  after\i nt el li g enc e sh owe d  a   rebe l  mi l i ti a  co u l d str ike \inf r a st r uctur e, an  oil  offic i al  s aid  on   Sa tur d ay . Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",World,World,0.729093313,0.657122374
nc4,"Reuters - Authorities have halted oil export\flows from the main pipeline in southern Iraq after\intelligence showed a rebel militia could strike\infrastructure, an oil official said on Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding random characters,"Rxeuptezrysg l-p Autuhooritiies havre hualwted koielj efxwpokrtu\qflowsc frosm tuhkec main pihpetlikneg iqn souytlheqrnn Iraq afgter\ikntellcigence showeds a rmeubzel militeiau coulzd strdikde\bipnfrastructtucre,c an odil officpiladl sadid bon Satqurdayr. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",World,World,0.729093313,0.879618168
nc4,"Reuters - Authorities have halted oil export\flows from the main pipeline in southern Iraq after\intelligence showed a rebel militia could strike\infrastructure, an oil official said on Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Swapping two random characters in each word,"Reuters - Authoriites have haletd oil expo\trflows from the main pipilene in suothern Iraq after\cntelligenie showed a reebl militia cluod strike\infrastructure, an oil offciial said on Saturady. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",World,World,0.729093313,0.675918102
nc4,"Reuters - Authorities have halted oil export\flows from the main pipeline in southern Iraq after\intelligence showed a rebel militia could strike\infrastructure, an oil official said on Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Replacing words with their antonyms,"Reuters - Authorities abstain start oil export\flows from the dependent pipeline in northern Iraq after\intelligence hide a rebel militia could strike\infrastructure, an oil unofficial said off Saturday. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",World,Business,0.729093313,0.65310812
nc5,"AFP - Tearaway world oil prices, toppling records and straining wallets, present a new economic menace barely three months before the US presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Introducing Typos,"iFP - seaoniay world oio prioqs, wocplixg recigds gst btrsining saluets, present ahnew icunomicidenacegbarely three konchs befedp the USopresitwhtial elechjonsg Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,World,0.547153711,2.037295103
nc5,"AFP - Tearaway world oil prices, toppling records and straining wallets, present a new economic menace barely three months before the US presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Deleting Characters,"F  Tearay wrld oi prices, toppin recors ad sainng wlets,prsent  new econm meace barl thre months efr the presinllectio. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.547153711,0.612735271
nc5,"AFP - Tearaway world oil prices, toppling records and straining wallets, present a new economic menace barely three months before the US presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Replacing Synonyms,"AFP - tearaway planetary oil prices, topple criminal_record and overrefinement wallets, stage A newly economic jeopardize scarcely troika calendar_month in_front the uracil presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.547153711,0.823278666
nc5,"AFP - Tearaway world oil prices, toppling records and straining wallets, present a new economic menace barely three months before the US presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding random words,"AFP - Tearaway grape world oil grape prices, grape toppling records and straining wallets, present a grape new grape economic banana menace barely three months apple before the US presidential banana elections. banana Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.547153711,0.701182127
nc5,"AFP - Tearaway world oil prices, toppling records and straining wallets, present a new economic menace barely three months before the US presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Converting to l33t format,"AFP - Tearaway world oil prices, toppling r3c0rds and straining wallets, pr3s3nt 4 new 3c0n0m1c menace b4r3ly three m0nths b3f0r3 the US pr3s1d3nt14l elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.547153711,0.620999098
nc5,"AFP - Tearaway world oil prices, toppling records and straining wallets, present a new economic menace barely three months before the US presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Shuffling characters in each word,"AFP - Tearaway world oil prices, toppling rcoreds and straining wallets, present a new emocionc mecnae barely trhee months before the US presidential eoitnlsce. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.547153711,0.709496975
nc5,"AFP - Tearaway world oil prices, toppling records and straining wallets, present a new economic menace barely three months before the US presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding spaces in text," A FP  -  Tear aw ay  wo r ld   o il p r ice s,   t opp l ing re c or ds  and straini n g  w a l l ets ,   presen t   a   new e cono mic m e n ace   bar ely thr e e   mont hs  b e f o re  t he  U S  pre si de ntia l e lec ti o ns . Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,,0.547153711,0.751446009
nc5,"AFP - Tearaway world oil prices, toppling records and straining wallets, present a new economic menace barely three months before the US presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Adding random characters,"AFP -l Tearaway wdorld yohil npricesr, toppliznmgh jreccqordsx agndx strhaining wcadllzetmsk, dplrcedsent a neiw econocmiwcy mgeonace bamrelyd three smoynths bweifnouret thjec US rpresaizdejnntial elepctpilonsg. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,,0.547153711,0.803256512
nc5,"AFP - Tearaway world oil prices, toppling records and straining wallets, present a new economic menace barely three months before the US presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Swapping two random characters in each word,"AFP - Tearaway wolrd oil prisec, topnlipg recodrs and straining walltes, persent a new econmoic mcnaee beraly terhe mohtns before the US presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.547153711,0.596522093
nc5,"AFP - Tearaway world oil prices, toppling records and straining wallets, present a new economic menace barely three months before the US presidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Replacing words with their antonyms,"AFP - Tearaway world oil prices, toppling erase and unstrain wallets, absent a worn economic menace barely three months before the US unpresidential elections. Categorize the news text into the following categories: World, Sports, Business, Science/Technology.",Business,Business,0.547153711,0.651911974
