inputID,input,task,source
td11,Please go to the image description page and edit it to include a fair use rationale.,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td12,"If you have uploaded other fair use media, consider checking that you have specified the fair use rationale on those pages too. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any fair use images uploaded after 4 May, 2006, and lacking such an explanation will be deleted one week after they have been uploaded, as described on criteria for speedy deletion. If you have any questions please ask them at the Media copyright questions page. Thank you.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td13,"Thanks for uploading Image:Wonju.jpg. I noticed that the file's description page currently doesn't specify who created the content, so the copyright status is unclear. If you did not create this file yourself, then you will need to specify the owner of the copyright. If you obtained it from a website, then a link to the website from which it was taken, together with a restatement of that website's terms of use of its content, is usually sufficient information. However, if the copyright holder is different from the website's publisher, then their copyright should also be acknowledged.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td14,"As well as adding the source, please add a proper copyright licensing tag if the file doesn't have one already. If you created/took the picture, audio, or video then the  tag can be used to release it under the GFDL. If you believe the media meets the criteria at Wikipedia:Fair use, use a tag such as  or one of the other tags listed at Wikipedia:Image copyright tags#Fair use. See Wikipedia:Image copyright tags for the full list of copyright tags that you can use.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td15,"If you have uploaded other files, consider checking that you have specified their source and tagged them, too. You can find a list of files you have uploaded by following [ this link]. Unsourced and untagged images may be deleted one week after they have been tagged, as described on criteria for speedy deletion. If the image is copyrighted under a non-free license (per Wikipedia:Fair use) then the image will be deleted 48 hours after . If you have any questions please ask them at the Media copyright questions page. Thank you. (talk • contribs • ) """,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td16,be a man and lets discuss it-maybe over the phone?,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td17,"What is it... an exclusive group of some WP TALIBANS...who are good at destroying, self-appointed purist who GANG UP any one who asks them questions abt their ANTI-SOCIAL and DESTRUCTIVE (non)-contribution at WP?",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td18,Ask Sityush to clean up his behavior than issue me nonsensical warnings...,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td19,"Before you start throwing accusations and warnings at me, lets review the edit itself-making ad hominem attacks isn't going to strengthen your argument, it will merely make it look like you are abusing your power as an admin.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td20,"Now, the edit itself is relevant-this is probably the single most talked about event int he news as of late. His absence is notable, since he is the only living ex-president who did not attend. That's certainly more notable than his dedicating an aircracft carrier.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td21,"I intend to revert this edit, in hopes of attracting the attention of an admin that is willing to look at the issue itself, and not throw accusations around quite so liberally. Perhaps, if you achieve a level of civility where you can do this, we can have a rational discussion on the topic and resolve the matter peacefully.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td22,"Oh, and the girl above started her arguments with me. She stuck her nose where it doesn't belong. I believe the argument was between me and Yvesnimmo. But like I said, the situation was settled and I apologized. Thanks,",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td23,"In 2002, Juelz Santana was 18 years old, then came February 18th, which makes Juelz turn 19 making songs with The Diplomats. The third neff to be signed to Cam's label under Roc A Fella. In 2003, he was 20 years old coming out with his own singles """"Santana's Town"""" and """"Down"""". So yes, he is born in 1983. He really is, how could he be older then Lloyd Banks? And how could he be 22 when his birthday passed? The homie neff is 23 years old. 1983 - 2006 (Juelz death, god forbid if your thinking about that) equals 23. Go to your caculator and stop changing his year of birth. My god.""",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td24,"Don't look, come or think of comming back! Tosser.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td25,The Mitsurugi point made no sense - why not argue to include Hindi on Ryo Sakazaki's page to include more information?,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td26,Don't mean to bother you,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td27,I see that you're writing something regarding removing anything posted here and if you do oh well but if not and you can acctually discuss this with me then even better.,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td28,"I'd like to ask you to take a closer look at the Premature wrestling deaths catagory and the men listed in it, surely these men belong together in some catagory. Is there anything that you think we can do with the catagory besides delting it?",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td29,"Once again, please read WP:FILMPLOT before editing any more film articles.  Your edits are simply not good, with entirely too many unnecessary details and very bad writing.  Please stop before you do further damage.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td30,"Good to know. About me, yeah, I'm studying now.(Deepu) """,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td31,"Under Geometry it is stated that """"A snowflake always has six symmetric arms."""" This assertion is simply not true! According to Kenneth Libbrecht, """"The rather unattractive irregular crystals are by far the most common variety."""" http://www.its.caltech.edu/~atomic/snowcrystals/myths/myths.htm#perfection Someone really need to take a look at his site and get FACTS off of it because I still see a decent number of falsities on this page. (forgive me Im new at this and dont want to edit anything)""",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td32,"I don't understand the reasons for 's recent edit of this article  not that I'm sure that the data are necessarily """"wrong.""""  Rather, I'm persuaded that the strategy of introducing academic honors in the first paragraph is an unhelpful approach to this specific subject.  I note that articles about other sitting Justices have been similarly """"enhanced;"""" and I also believe those changes are no improvement.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td33,The question becomes: Would the current version of the Wikipedia article about any one of them  or either pair  be improved by academic credentials in the introductory paragraph?  I think not.,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td34,Perhaps it helps to repeat a wry argument Kathleen Sullivan of Stanford Law makes when she suggests that some on the Harvard Law faculty wonder how Antonin Scalia avoided learning what others have managed to grasp about the processes of judging?  I would hope this anecdote gently illustrates the point.,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td35,"Less humorous, but an even stronger argument is the one Clarence Thomas makes when he mentions wanting to return his law degree to Yale.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td36,"At a minimum, I'm questioning this edit?  It deserves to be reconsidered.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td37,"Several now extinct lineages included in the Echinodermata were bilateral such as Homostelea, or even asymmetrical such as Cothurnocystis (Stylophora).",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td38,"There's no need to apologize. A Wikipedia article is made for reconciling knowledge about a subject from different sources, and you've done history studies and not archaeology studies, I guess. I could scan the page, e-mail it to you, and then you could ask someone to translate the page.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td39,"Yes, because the mother of the child in the case against Michael Jackson was studied in here motives and reasonings and judged upon her character just as harshly as Wacko Jacko himself.  Don't tell me to ignore it and incriminate myself.  I am going to continue refuting the bullshit that Jayjg keeps throwing at me.   18:01, 16 Jun 2005 (UTC)",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td40,"Ok. But it will take a bit of work but I can't quite picture it. Do you have an example I can base it on?  the Duck """,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td41,"How could I post before the block expires?  The funny thing is, you think I'm being uncivil!",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td42,Not sure about a heading of 'Fight for Freedom' what will it contain?,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td43,I was able to post the above list so quickly because I already had it in a text file in my hard drive  I've been meaning to get around to updating the sound list for some time now.,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td44,"As far as generating interest  I've spent four years trying to drum up more interest in freely licensed full length classical music. Unfortunately, my attempts failed - I'm still effectively the only one who does it. The classical music wikiproject was not interested.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td45,"The sound list was featured on digg a while back - http://digg.com/music/Wikipedia_has_free_classical_music_downloads . It got 1600 diggs, which is IMO very impressive.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td46,"Well, not """"before the process"""" but """"before how we do things with subpages"""" His RfA is listed on NoSeptember's page and you can find it if you look. September 2004 I think. I have my differences with El_C to be sure, but was surprised to see a block, so I left a note.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td47,"Not at all, you are making a straw man argument here. I never claimed O'Donohue had that position, rather that practitioners and researchers in the field ignored the DSM position, which is exactly what the quote says and also something O'Donohue agrees with.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td48,"Again, I was combating the notion that it was a """"absurd part"""" to claim that pedophilia is a sexual orientation. Since many researchers hold this position, it would be unfair to call it absurd. The disorder part is divided in the field, some argue that it is not a disorder at all, some do. At the end of the day, it is a value judgment (as Cantor pointed out earlier in the thread), not a scientific judgement. If we choose to make this value judgment in the article, it should be stated clearly and not pretend to have a scientific basis.   """,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td49,"Mainland Asia"""" includes """"the lower basin of China's Yangtze River"""" as well as """"Korea"""".  But being specific is fine too.  I just found a citation for a more comprehensive DNA study by Hammer below, rather than our generarizations and speculation so far.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td50,"Citation for """"Yayoi culture was brought to Japan by migrants from Korea, who in turn trace their roots to southeast Asia/south China.""""",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td51,"pretty much everyone from warren county/surrounding regions was born at glens falls hospital. myself included. however, i'm not sure this qualifies anyone as being a glens falls native. rachel ray is, i believe, actually from the town of lake luzerne.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td52,"Hi Explicit, can you block O Fenian for edit-warring on the Giant's Causeway wp. He has made several edits which can only be described as terrorism.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td53,"For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td54,"I think we just eced. I think we responded to each other without seeing each others responses. I added something in response to yours, but don't know if you saw mine. (T/C//WP:CHICAGO/WP:FOUR)",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td55,You are gay or antisemmitian?,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td56,"If you are anti-semitian, than shave your head bald and go to the skinhead meetings!",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td57,"If you doubt words of the Bible, that homosexuality is a deadly sin, make a pentagram tatoo on your forehead go to the satanistic masses with your gay pals!",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td58,"I'm sorry I screwed around with someones talk page.  It was very bad to do.  I know how having the templates on their talk page helps you assert your dominance over them.  I know I should bow down to the almighty administrators.  But then again, I'm going to go play outside....with your mom.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td59,"I don't believe the Lisak criticism present there conforms with the NPV rule.  Lisak doesn't have a neutral point of view to begin with.  If an offer to polygraph or even concerned review of polygraph results shocks a complainant into thinking her lies have been uncovered, the recantation is still perfectly valid.  If you know you are telling the truth, you will argue with machine or investigator.  Also part of Kanin's research was a followup of the recanted story where possible to verify if any were false recantations.  In all followups the recanted version of events matched what the accused said happened.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td60,"Arguing that Lisak is a respected PHD is baseless if Kanin is a respected PHD.  I agree that my edit wasn't as neutral as possible though, so apologize for that.  Still something must be done here.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td61,"You had a point, and it's now ammended with appropriate encyclopedic notability/significance.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td62,"In other words, you're too lazy to actually point anything out. Until you change that approach, the tag goes.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td63,"As for your claims of """"stalking"""", that is absolute rubbish and serves only to aggravate the situation. I have assumed good faith (and good intentions) on your part, and have never suggested (or seen reason to suggest) that you might have some ulterior motive in mass-adding links to one specific company's web page. Nor, for that matter, have I ever made any suggestion that this is an """"administrative"""" matter or even mentioned such a role. (Clearly, as a party to this disagreement, I would not do so at any rate as it would be a conflict of interest.) I would ask that you thus extend the same good faith toward me, rather than making spurious and unfounded accusations.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td64,"in regards to predominant scholary consensus who is it that allegedly claims """"despite """"Third Way"""" rhetoric, fascism in power functioned rather consistently as a right-wing force""""? As far as I'm aware (owning numerous books on the subject) that is not the scholary consensus at all. The consensus, developed by respected scholars of fascism who write in a manner which is not bias to any interest group such as Roger Griffin, Hamish McDonald, Roger Eatwell and Zeev Sternhell all recongise fascism as a """"Third Way"""" as the references show.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td65,"The only dissenters I'm aware of who seem to think fascism has absoutely no leftist connections and is merely a radical right system are street level socialists who want to put as much distance between the movements as possible. This of course does not come from educated people in a position to write books. For example, even the foremost scholary expert on Fascism, and a former member of both the Communist Party and then Socialist Party of Italy, Renzo De Felice doesn't try to """"cover up"""" its socialistic origins and third way status. This is a man who has wrote a definitive seven volume piece on Mussolini.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td66,"BI, you said you wanted to talk",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td67,At the bottom of the lead section you have written:,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td68,"Its promoter speculated in 1994 that the skyhook concept could be cost competitive with what is realistically thought to be achievable using a space elevator, but the skyhook is not competitive with other rotating tether concepts. In addition, the rotating skyhook is in fact deemed """"not engineeringly feasible using presently available materials"""".""""",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td69,GET FUCKED UP. GET FUCKEEED UP.  GOT A DRINK THAT YOU CANT PUT DOWN???/ GET FUCK UP GET FUCKED UP.  I'M FUCKED UP RIGHT NOW!,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td70,Are you threatening me for disputing neutrality? I know in your country it's quite common to bully your way through a discussion and push outcomes you want. But this is not Russia.,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td71,"Thanks! Undeletion was more than I'd hoped for. I'm researching the status of Texas government (including local government) copyright status, but it's slow going. Apparently works of the Florida government are usually public domain, but we don't have a similar article on Texas, so I guess I'll have to research the old-fashioned, non-lazy, actually reliable way. Or ask the copyright help desk, like you suggested. In the meantime, I'm using the fair use rationale, since it's valid while the image is used in an article. Thanks again! -",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td72,Awesome! Then I'll simply disregard your notice. Thanks!,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td73,Stupid peace of shit stop deleting my stuff asshole go die and fall in a hole go to hell!,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td74,"I'm sorry to say this, but I have to fail this article's GAN. The several major problems that  brought up in this article's previous GA assessment have not been issued. As s/he has said before me, """"he article's WP:LEAD should be longer. The History, Media attention, Academics, Student Government, Demographics, Trivia, and Additional Information section are very deficient in citiations. Also, Triva and Additional information should be integrated into the rest of the article."""" Again, please look over WP:WIAGA and fix these problem, then renominate it for GA-class. However, I have re-assessed this article as B-class, as it does meet B-class criteria.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td75,My Band Page's deletion. You thought I was gone.,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td76,"Deleting the comment I posted on your 'talk page' does not delete my feelings for your hasty decision to delete my page. You, sir, are still a cock-sucking douche fuck. Sit back for a second and think about what your life has become. ............ Done? That didn't take long did it? Nope. Because, as I am most certainly aware, your life is a shitstorm of sitting in front of the computer masturbating to fictional creatures. Your attempts to get rid of me are mediocre at best. You are constantly sucking the dick of failure. You don't want a personal attack, huh? Well, too bad, Fuckcock McDickerson. You've got one. From me. You can go ahead and delete my profile from wikipedia. I'll just make another one and come right back to 'Syrthiss's talk page and insult the dick off of you. How could you shatter the dreams of an innocent eighteen year old college freshman trying to make a name for his band. Does that make you happy? Fucking with people because you're an overweight, single, old man in a dead-end job. Did you spot that perhaps someone else was going to follow his dreams and you were trying to hold him back so somebody else could suffer like you? Yes you did. I don't make empty threats, so I won't be saying anything along the lines of 'i'll hurt you' or 'i'll eat the children from within your sister's womb', but I will say that you are a asshole, son-of-a-bitch, mother fucking cock sucker. So, go eat some more food and drown your sorrows you premature ejaculating, bald headed fuck.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td77,"You should do something nice for yourself, maybe go grab a couple of Horny Goat Weeds from your local convenience store and jack off for a little longer than three minutes tonight.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td78,"Why can't you believe how fat Artie is? Did you see him on his recent appearence on the Tonight Show with Jay Leno? He looks absolutely AWFUL! If I had to put money on it, I'd say that Artie Lange is a can't miss candidate for the 2007 Dead pool!",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td79,"Kindly keep your malicious fingers off of my above comment, . Everytime you remove it, I will repost it!!!",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td80,"Locking this page would also violate WP:NEWBIES.  Whether you like it or not, conservatives are Wikipedians too.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td81,"A Bisexual, like a homosexual or a heterosexual, is not defined by sexual activity. (Much like a 15 year old boy who is attracted to a girl sexually but has never had sex is still straight). A person who is actually sexually attracted/aroused by the same sex as well as the opposite sex is bisexual.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td82,"Hi. Could you please stop enforcing the category """"Christian arabs"""" on non arabic Christians living in the middle east? This is wrong. We middle-eastern Christians, though not arabs, have gone through Arabization, and that needs to stop. We are not arabs. We have our own ethnicity, and we shouldn't be forced to be called """"Christian arabs"""". If a Christian European is born in the middle east, should he be called a """"Christian arab"""" because of that reason alone? Please understand, they are Syriac Christians (i.e. of Assyrian ancestry), and most of them speak Aramaic, though a lot of them are forgetting it. As someone who speaks Aramaic, you should respect this fact, and not appease muslims who want to call everyone arabs just because they're in the middle east. We are not closely related to the arabs from Saudiarabia. We have our own ethnicity, please stop forcing upon us some alien arab ethnicity. That's oppression. |Talk 12:17 26 Jun, 2007 (UTC)""",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td83,"Dude, ABC officially says THIS is the name for that episode. I do know there is already an episode with that name, but ABC says it's """"Everybody's Says Don't"""".",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td84,"All of my edits are good. Cunts like you who revert good edits because you're too stupid to understand how to write well , and then revert other edits just because you've decided to bear a playground grudge, are the problem. Maybe one day you'll realise the damage you did to a noble project.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td85,"I went there around the same time he did, and that certainly was not the case at the time. Later on they stopped taking children from such a young age.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td86,There must be some chemical imbalance in your brains. Are you ok? The gibberish you guys are writing really makes me feel sorry for you. Don't ever go to law school. You would do the legal profession bad.,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td87,"Parzival418, you are trying to scare ThAtSo. How can you say that the comments of ThAtSo are """"insulting""""? ThAtSo is trying to suggest that there should be no original research in the Wikipedia. And, he is right. """,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td88,"Oppose – As the article stands, it does not properly reference under the WP:REFERENCE guidelines. If this issue is resolved, I don't any issues with it being moved to the mainspace.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td89,I would appreciate an apology from both of you but I can see that is unlikely.,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td90,"They are NOT original research, they are pointed in the episodes.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td91,So Mabuska Irish can mean more than one thing ? I will qoute you on that .Thanks .  — Preceding unsigned comment added by 109.77.58.139,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td92,"Of course it can. The word """"Irish"""" wasn't invented on the establishment of the Irish Free State. Talk",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td93,"Quote me all you want, it depends on the context of the term when its being used as to whether its applicable or not. Note how i said citizenship and ethnicity - i never mentioned nationality which is the real key meaning. The nationality meaning of the term is the predominantly used form on Wikipedia. In nationality terms it refers to the Republic of Ireland. But you already know that i'm sure.  (talk)",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td94,"In nationality terms it refers to the Republic of Ireland"""" no such country . so nationality terms it refers to Ireland.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td95,"Oh wow, Ireland as in Ireland the state (whose official description is the Republic of Ireland). Whats the point in this inane conversation.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td96,Ireland whose official name is Ireland,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td97,"While the magazine's masthead says """"TIME"""" the corporate name is Time Inc.  You can easily look this up.  On the other hand, ABN AMRO is always the corporate name.  You can look this up as well.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td98,Take your belated and piffling prevarications elsewhere. Too late for here.,toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td99,"That's what I'm looking through, it looks like he was just being an all around dick on talk pages though. It's nothing too bad though, looks more like an inability to express himself properly. Thank you for your concern also, Cheers!! -",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
td100,"In the same direction, is it really necessary to name all the US states who recognize it? Why not give just the number of states? This is not an American encyclopedia, but an universal one, I don't see why every single US states which recognize it should be named.",toxicity detection,https://www.kaggle.com/competitions/jigsaw-toxic-comment-classification-challenge/data
